               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.070866,            0.025193,            0.045472,              0.8531,             0.14286,            0.040765,            0.014218,             0.10243,            0.020212,            0.063994,           0.0061142,           0.0061142,           0.0061142
                 159,            0.069781,            0.023253,            0.045324,             0.94214,             0.17386,             0.33614,             0.16684,            0.079352,            0.015788,            0.051072,           0.0060895,           0.0060895,           0.0060895
                 160,            0.072276,            0.023417,            0.044812,             0.84328,             0.17857,             0.23872,             0.10933,            0.083472,            0.016309,            0.053799,           0.0060647,           0.0060647,           0.0060647
                 161,             0.07128,            0.022863,            0.045835,             0.78528,              0.0625,            0.039493,            0.012968,            0.099338,            0.016396,            0.063547,             0.00604,             0.00604,             0.00604
                 162,            0.069267,            0.023813,            0.043993,             0.90693,             0.11607,             0.27792,             0.10496,            0.079597,            0.015649,             0.05211,           0.0060152,           0.0060152,           0.0060152
                 163,            0.069199,            0.021876,            0.043036,             0.85062,             0.11607,             0.23843,            0.085916,            0.079195,            0.015361,            0.051235,           0.0059905,           0.0059905,           0.0059905
                 164,            0.069183,            0.022388,            0.043136,             0.73744,             0.11607,             0.22934,             0.12576,            0.081336,            0.015967,            0.051485,           0.0059658,           0.0059658,           0.0059658
                 165,            0.068987,            0.024269,            0.044561,              0.8233,              0.0625,             0.11266,            0.060455,            0.093392,            0.019043,            0.055791,            0.005941,            0.005941,            0.005941
                 166,            0.068573,            0.023683,            0.043107,             0.56908,            0.080357,             0.21393,            0.080363,            0.096943,            0.022422,            0.058759,           0.0059163,           0.0059163,           0.0059163
                 167,             0.06846,             0.02475,             0.04205,             0.91425,            0.017857,            0.054233,            0.021864,             0.10001,            0.026622,             0.06152,           0.0058915,           0.0058915,           0.0058915
                 168,            0.071547,            0.023414,            0.042631,             0.74846,            0.090971,              0.2225,            0.096716,            0.093747,            0.025664,            0.057614,           0.0058668,           0.0058668,           0.0058668
                 169,            0.073094,            0.025111,            0.044134,             0.88004,            0.098214,             0.14795,            0.048347,            0.089267,            0.018013,            0.056175,            0.005842,            0.005842,            0.005842
                 170,             0.06836,            0.024551,            0.043153,              0.6433,             0.14107,             0.22326,            0.085045,            0.083184,            0.016439,             0.05495,           0.0058173,           0.0058173,           0.0058173
                 171,            0.069762,             0.02454,            0.043151,             0.54096,             0.30893,              0.3362,             0.10942,            0.079202,            0.016439,             0.05553,           0.0057925,           0.0057925,           0.0057925
                 172,            0.068736,             0.02388,            0.041878,             0.54458,             0.30893,              0.3099,             0.10878,            0.081867,            0.016628,            0.053709,           0.0057678,           0.0057678,           0.0057678
                 173,            0.066947,            0.023632,            0.044066,             0.63006,             0.32857,             0.31833,             0.14245,            0.079299,            0.016009,            0.051206,            0.005743,            0.005743,            0.005743
                 174,             0.06846,            0.023201,              0.0433,             0.50827,             0.10536,             0.13708,            0.017432,             0.10789,            0.019599,            0.062034,           0.0057183,           0.0057183,           0.0057183
                 175,            0.070148,            0.024747,            0.042107,             0.25924,             0.37143,             0.28998,             0.10548,            0.087869,            0.016634,            0.052787,           0.0056935,           0.0056935,           0.0056935
                 176,            0.068809,            0.024963,            0.043749,             0.55901,             0.28393,             0.33594,             0.15939,            0.078451,            0.015831,            0.050693,           0.0056688,           0.0056688,           0.0056688
                 177,            0.068226,            0.023963,            0.041882,             0.90247,             0.13393,             0.25428,             0.10696,            0.080829,            0.014929,            0.049666,            0.005644,            0.005644,            0.005644
                 178,            0.069324,             0.02368,            0.041582,             0.78719,             0.16636,             0.31285,             0.13783,            0.080188,            0.015027,            0.048546,           0.0056193,           0.0056193,           0.0056193
                 179,            0.067123,            0.023229,             0.04309,             0.46171,             0.22143,             0.26226,             0.09219,            0.082285,            0.015382,            0.047449,           0.0055945,           0.0055945,           0.0055945
                 180,            0.066738,             0.02766,            0.042457,             0.18005,             0.38052,             0.30912,             0.16793,            0.077411,             0.01551,            0.047978,           0.0055698,           0.0055698,           0.0055698
                 181,            0.069278,            0.024059,            0.043734,             0.31968,             0.35708,             0.25883,             0.15576,            0.079146,            0.015301,             0.04724,            0.005545,            0.005545,            0.005545
                 182,            0.065496,            0.023245,             0.04333,             0.21725,             0.37249,             0.32625,             0.19257,            0.076191,            0.015286,            0.046982,           0.0055202,           0.0055202,           0.0055202
                 183,            0.068396,            0.025329,            0.040526,             0.29314,             0.39343,             0.39372,             0.22079,            0.076195,             0.01552,            0.047063,           0.0054955,           0.0054955,           0.0054955
                 184,            0.066219,            0.023447,            0.041663,             0.84919,             0.13616,             0.29947,             0.10134,            0.087703,            0.018279,            0.050023,           0.0054707,           0.0054707,           0.0054707
                 185,            0.067554,            0.024226,            0.041082,             0.85581,              0.0625,             0.24821,            0.080631,            0.096098,            0.020233,            0.053296,            0.005446,            0.005446,            0.005446
                 186,            0.068898,            0.026377,            0.042511,             0.64873,             0.15131,             0.25943,            0.076078,            0.091742,             0.01888,            0.051876,           0.0054212,           0.0054212,           0.0054212
                 187,            0.066196,            0.022077,            0.041276,             0.23241,             0.53782,              0.3893,             0.18284,             0.07754,            0.015792,            0.047751,           0.0053965,           0.0053965,           0.0053965
                 188,            0.070733,            0.023128,            0.041143,              0.9646,            0.080357,             0.22736,            0.068033,            0.084277,            0.016605,            0.050565,           0.0053717,           0.0053717,           0.0053717
                 189,            0.066899,            0.023163,            0.042606,             0.86724,            0.080357,             0.14774,            0.047048,            0.090554,            0.016913,            0.054667,            0.005347,            0.005347,            0.005347
                 190,            0.065121,            0.021857,            0.041155,              0.9124,             0.18639,              0.3537,             0.14365,             0.08227,            0.016213,            0.050781,           0.0053223,           0.0053223,           0.0053223
                 191,            0.067274,            0.026007,            0.041632,           0.0043498,             0.14821,            0.010155,           0.0038271,             0.10449,            0.022493,            0.064054,           0.0052975,           0.0052975,           0.0052975
                 192,            0.068424,            0.023538,            0.040651,             0.53577,             0.36402,             0.25642,            0.099729,            0.088093,            0.017233,            0.056269,           0.0052727,           0.0052727,           0.0052727
                 193,             0.06653,            0.021579,            0.039736,             0.85232,             0.30526,             0.35256,             0.15306,            0.080586,            0.016051,            0.052248,            0.005248,            0.005248,            0.005248
                 194,            0.066865,            0.024243,            0.040766,             0.41262,             0.32679,            0.076917,             0.03491,            0.093367,            0.030219,            0.061786,           0.0052233,           0.0052233,           0.0052233
                 195,            0.067514,             0.02335,            0.039842,             0.38763,             0.21315,            0.099903,            0.039695,             0.09012,            0.026944,            0.055068,           0.0051985,           0.0051985,           0.0051985
                 196,             0.06637,            0.024447,            0.039476,             0.62249,             0.25893,             0.25123,             0.13665,            0.086862,            0.021408,            0.052221,           0.0051737,           0.0051737,           0.0051737
                 197,            0.066908,            0.025787,            0.039262,             0.53071,             0.30893,             0.26078,             0.13882,            0.087451,             0.02048,            0.051167,            0.005149,            0.005149,            0.005149
                 198,            0.067657,            0.023898,            0.039522,             0.60254,             0.28393,              0.3041,             0.12752,            0.078778,            0.017521,            0.048408,           0.0051243,           0.0051243,           0.0051243
                 199,             0.06716,            0.023844,            0.040032,             0.54119,             0.32029,             0.28997,             0.14446,            0.087051,            0.018178,            0.049142,           0.0050995,           0.0050995,           0.0050995
                 200,            0.068353,            0.024253,            0.039986,             0.68589,             0.31455,             0.36628,             0.13268,            0.080424,            0.016679,            0.046567,           0.0050747,           0.0050747,           0.0050747
                 201,            0.068464,            0.024011,            0.040022,             0.31494,             0.32938,             0.29697,             0.12934,            0.080093,            0.015373,            0.043613,             0.00505,             0.00505,             0.00505
                 202,            0.068064,            0.025632,            0.040426,             0.19594,             0.25939,             0.23609,             0.11161,             0.08115,            0.015701,            0.044587,           0.0050253,           0.0050253,           0.0050253
                 203,            0.065716,            0.025759,            0.038761,             0.29905,             0.23336,              0.2175,             0.11287,             0.08237,            0.016116,            0.045965,           0.0050005,           0.0050005,           0.0050005
                 204,            0.066375,            0.022283,            0.037387,             0.10689,             0.32516,             0.12859,            0.056367,            0.087255,            0.018133,             0.05116,           0.0049758,           0.0049758,           0.0049758
                 205,            0.065702,             0.02514,            0.037757,             0.15043,             0.23344,              0.1842,            0.064805,            0.084859,            0.015464,            0.044914,            0.004951,            0.004951,            0.004951
                 206,            0.066298,            0.023566,            0.039379,             0.35728,             0.29302,             0.28073,             0.10595,            0.081065,            0.015426,            0.043538,           0.0049263,           0.0049263,           0.0049263
                 207,            0.067059,             0.02217,            0.039322,             0.35866,             0.32938,             0.34204,             0.13109,            0.075786,            0.015499,            0.044408,           0.0049015,           0.0049015,           0.0049015
                 208,            0.066058,            0.021746,            0.040604,             0.35032,             0.35438,              0.3145,             0.11801,             0.07732,            0.016017,            0.047272,           0.0048768,           0.0048768,           0.0048768
                 209,            0.065068,            0.023371,             0.03815,             0.46388,             0.31839,             0.26736,             0.10748,            0.081672,            0.018217,              0.0486,            0.004852,            0.004852,            0.004852
                 210,             0.06636,              0.0226,            0.037562,             0.61099,             0.34425,              0.4017,             0.16013,            0.077083,            0.015381,            0.042797,           0.0048272,           0.0048272,           0.0048272
                 211,            0.067719,            0.023932,            0.038668,             0.79546,             0.25983,              0.3497,             0.17385,            0.075729,            0.015409,            0.042498,           0.0048025,           0.0048025,           0.0048025
                 212,            0.066333,            0.023129,             0.03861,             0.74486,             0.20779,             0.25411,             0.10848,            0.077532,            0.016603,            0.045594,           0.0047778,           0.0047778,           0.0047778
                 213,            0.067537,            0.022183,            0.040295,             0.37184,             0.32938,             0.28718,             0.15105,            0.079622,            0.016535,            0.046636,            0.004753,            0.004753,            0.004753
                 214,            0.063313,            0.022549,            0.038834,             0.20735,             0.32516,             0.30443,             0.15078,            0.079999,            0.018218,            0.045089,           0.0047283,           0.0047283,           0.0047283
                 215,            0.065056,            0.025171,            0.039306,             0.18764,             0.24172,              0.1955,            0.087484,            0.093117,            0.022578,             0.05215,           0.0047035,           0.0047035,           0.0047035
                 216,            0.066521,            0.022235,            0.038651,             0.17227,             0.36296,              0.1947,            0.094547,            0.093214,            0.025727,            0.056899,           0.0046788,           0.0046788,           0.0046788
                 217,            0.064584,            0.021699,            0.038234,             0.65411,             0.15422,             0.21329,             0.12317,            0.080552,            0.018196,            0.054253,            0.004654,            0.004654,            0.004654
                 218,            0.066275,            0.023999,            0.036068,             0.14729,             0.49626,             0.26854,             0.12694,            0.080251,            0.015858,            0.050918,           0.0046293,           0.0046293,           0.0046293
                 219,            0.067282,             0.02373,              0.0364,             0.45899,             0.23458,             0.10593,            0.041137,            0.090987,            0.017926,            0.054745,           0.0046045,           0.0046045,           0.0046045
                 220,            0.063789,            0.024978,            0.037791,             0.56944,             0.25244,             0.19625,            0.070116,            0.087756,            0.017412,            0.050624,           0.0045798,           0.0045798,           0.0045798
                 221,            0.063195,            0.022438,            0.037468,             0.83356,             0.25244,             0.34051,             0.13029,            0.079442,            0.015224,            0.045301,            0.004555,            0.004555,            0.004555
                 222,            0.068089,            0.023543,            0.037834,             0.83644,             0.25244,             0.32843,             0.14258,            0.077047,            0.017048,            0.047718,           0.0045303,           0.0045303,           0.0045303
                 223,            0.065342,            0.023669,            0.038318,              0.3995,             0.39188,             0.47789,             0.25438,            0.074606,            0.015175,            0.042648,           0.0045055,           0.0045055,           0.0045055
                 224,            0.063752,            0.024081,            0.036616,              0.8835,             0.29488,             0.40398,              0.1705,             0.07359,            0.015258,            0.042307,           0.0044808,           0.0044808,           0.0044808
                 225,            0.064857,            0.023725,            0.037947,             0.85313,             0.33689,             0.40386,              0.1383,            0.074953,            0.015532,            0.042294,            0.004456,            0.004456,            0.004456
                 226,            0.065647,            0.022933,            0.035259,             0.84135,             0.31494,             0.36077,             0.16752,            0.082355,            0.015375,            0.042077,           0.0044313,           0.0044313,           0.0044313
                 227,            0.061956,            0.023372,            0.036478,             0.75696,             0.31374,             0.37584,             0.19214,            0.074153,            0.014885,            0.041494,           0.0044065,           0.0044065,           0.0044065
                 228,            0.064087,            0.023993,            0.037575,             0.75636,             0.25244,             0.30017,             0.15325,            0.073167,            0.015431,            0.044102,           0.0043818,           0.0043818,           0.0043818
                 229,            0.065622,            0.023344,             0.03764,             0.56221,             0.25244,             0.25503,             0.13574,             0.07804,            0.016025,            0.046731,            0.004357,            0.004357,            0.004357
                 230,            0.067401,            0.027093,            0.036382,             0.55362,             0.27029,             0.27075,               0.125,            0.080485,            0.016125,            0.047816,           0.0043323,           0.0043323,           0.0043323
                 231,            0.065482,             0.02513,            0.036978,             0.63497,             0.29135,             0.29472,             0.13669,            0.077683,            0.015298,            0.044521,           0.0043075,           0.0043075,           0.0043075
                 232,            0.064747,            0.022057,            0.036726,             0.35534,             0.20536,             0.21543,             0.11391,            0.093581,            0.019442,            0.055956,           0.0042828,           0.0042828,           0.0042828
                 233,            0.062189,            0.021312,            0.033062,             0.46121,             0.22231,             0.25641,             0.11919,            0.086668,            0.016595,            0.049543,            0.004258,            0.004258,            0.004258
                 234,            0.064935,            0.023132,            0.037446,             0.64536,             0.29169,             0.34416,             0.16144,            0.078998,            0.015446,            0.044402,           0.0042333,           0.0042333,           0.0042333
                 235,            0.063884,             0.02349,            0.034501,             0.48199,             0.32938,             0.34087,             0.15082,            0.081659,             0.01639,            0.044269,           0.0042085,           0.0042085,           0.0042085
                 236,            0.063586,            0.024806,            0.035998,             0.53754,              0.2888,             0.19151,            0.077756,            0.088869,            0.017868,            0.048248,           0.0041837,           0.0041837,           0.0041837
                 237,             0.06569,            0.025815,            0.038149,             0.67014,             0.20779,             0.24348,            0.099104,            0.084348,            0.017022,            0.046137,            0.004159,            0.004159,            0.004159
                 238,            0.063272,            0.023684,            0.035497,             0.63951,             0.37892,             0.35416,             0.16101,            0.079985,            0.016294,            0.044374,           0.0041342,           0.0041342,           0.0041342
                 239,            0.061112,            0.022858,            0.033529,             0.70687,             0.33004,             0.36905,             0.16836,            0.077661,             0.01549,            0.042021,           0.0041095,           0.0041095,           0.0041095
                 240,            0.063925,            0.020522,            0.036247,              0.5085,             0.34738,             0.32958,             0.14616,            0.076874,            0.015723,            0.042598,           0.0040847,           0.0040847,           0.0040847
                 241,            0.064263,            0.024013,            0.036071,             0.66071,             0.29272,             0.35278,              0.1497,            0.075099,            0.014468,            0.040577,             0.00406,             0.00406,             0.00406
                 242,            0.061414,            0.022725,            0.034155,             0.63717,             0.31575,             0.33262,             0.11777,            0.073925,            0.014425,            0.040377,           0.0040352,           0.0040352,           0.0040352
                 243,            0.064084,            0.021793,            0.033662,             0.52147,             0.24226,             0.30876,             0.13052,            0.076811,            0.014793,            0.042268,           0.0040105,           0.0040105,           0.0040105
                 244,            0.065011,            0.022476,             0.03497,             0.30004,             0.41688,             0.35432,             0.21259,             0.07771,            0.015293,            0.044558,           0.0039857,           0.0039857,           0.0039857
                 245,            0.064804,            0.024309,            0.034135,              0.5819,             0.32938,             0.33142,             0.20505,              0.0756,            0.015087,            0.042137,            0.003961,            0.003961,            0.003961
                 246,            0.063503,            0.022042,            0.033399,             0.47664,             0.31802,             0.33299,              0.1996,              0.0777,            0.015054,            0.043211,           0.0039362,           0.0039362,           0.0039362
                 247,            0.062683,            0.021807,            0.033059,             0.21438,             0.39457,             0.34336,             0.18672,            0.075419,            0.014818,              0.0393,           0.0039115,           0.0039115,           0.0039115
                 248,            0.062497,            0.023061,            0.035331,             0.57624,             0.25597,             0.28602,             0.13894,            0.077857,            0.014879,            0.041426,           0.0038867,           0.0038867,           0.0038867
                 249,            0.062924,            0.021861,            0.033288,              0.4502,             0.32535,             0.27866,             0.14377,            0.083435,            0.015798,            0.046873,            0.003862,            0.003862,            0.003862
                 250,            0.064618,            0.022924,             0.03566,             0.57579,             0.35552,             0.29137,             0.12037,            0.076687,            0.014868,             0.04287,           0.0038372,           0.0038372,           0.0038372
                 251,            0.065629,            0.022266,            0.033621,             0.33295,             0.32081,             0.27103,             0.12844,            0.074647,            0.015338,            0.042069,           0.0038125,           0.0038125,           0.0038125
                 252,            0.065791,            0.025904,            0.033717,             0.75681,             0.32675,             0.37703,             0.19833,            0.075062,            0.015021,            0.040185,           0.0037878,           0.0037878,           0.0037878
                 253,            0.064013,            0.022913,            0.033967,             0.74028,             0.26106,             0.35036,             0.16985,            0.074336,            0.015073,             0.04081,            0.003763,            0.003763,            0.003763
                 254,            0.064849,            0.025113,            0.034817,             0.65554,             0.21583,             0.27566,             0.13838,            0.074926,            0.015372,             0.04069,           0.0037383,           0.0037383,           0.0037383
                 255,            0.063739,            0.022654,            0.033645,             0.78156,             0.19481,             0.25694,             0.10689,            0.074513,            0.015366,             0.04096,           0.0037135,           0.0037135,           0.0037135
                 256,            0.061279,            0.022866,            0.033526,             0.75187,             0.25591,             0.32646,             0.14549,            0.074698,            0.015009,            0.038765,           0.0036888,           0.0036888,           0.0036888
                 257,            0.064597,            0.026473,             0.03483,              0.6365,             0.25731,             0.28056,             0.11366,            0.076977,            0.015044,            0.037444,            0.003664,            0.003664,            0.003664
                 258,            0.065478,            0.025251,            0.035091,              0.5662,             0.25731,             0.27535,             0.11988,            0.074881,            0.015085,            0.039614,           0.0036393,           0.0036393,           0.0036393
                 259,            0.062115,            0.021568,            0.034296,             0.89664,             0.18693,             0.25582,              0.1052,            0.075097,            0.015102,            0.039199,           0.0036145,           0.0036145,           0.0036145
                 260,            0.064551,            0.022351,            0.033188,             0.68219,              0.2013,             0.25766,            0.095156,            0.076958,            0.015412,             0.04081,           0.0035898,           0.0035898,           0.0035898
                 261,            0.061855,            0.022225,            0.033461,             0.47044,             0.17104,             0.15391,             0.04849,            0.086107,            0.020679,            0.055197,            0.003565,            0.003565,            0.003565
                 262,              0.0624,            0.023935,            0.033463,             0.49131,             0.24975,             0.18868,            0.073715,            0.084777,            0.021617,            0.056991,           0.0035403,           0.0035403,           0.0035403
                 263,            0.058597,            0.019892,            0.033213,             0.89834,             0.15422,             0.24946,              0.1337,            0.073944,            0.016355,            0.046148,           0.0035155,           0.0035155,           0.0035155
                 264,            0.061114,            0.021434,            0.031681,             0.81016,             0.21916,             0.24723,             0.14806,            0.075504,            0.015597,            0.047362,           0.0034908,           0.0034908,           0.0034908
                 265,            0.064432,            0.021302,            0.034655,             0.79125,             0.18994,              0.1945,            0.075074,            0.078984,            0.016086,             0.05103,            0.003466,            0.003466,            0.003466
                 266,            0.064025,            0.021414,            0.034025,             0.88573,             0.15422,             0.22703,            0.087935,            0.074573,            0.015753,            0.050059,           0.0034413,           0.0034413,           0.0034413
                 267,            0.062602,            0.023697,            0.032611,             0.95542,             0.18994,             0.26688,             0.10001,            0.076207,            0.015543,            0.051937,           0.0034165,           0.0034165,           0.0034165
                 268,            0.061979,            0.021812,             0.03497,             0.44129,             0.28166,             0.35057,             0.13278,             0.07534,            0.015238,            0.050267,           0.0033918,           0.0033918,           0.0033918
                 269,            0.060423,            0.024153,            0.031969,             0.75735,             0.31333,             0.35427,             0.11828,            0.078315,             0.01507,            0.050624,            0.003367,            0.003367,            0.003367
                 270,            0.061089,            0.021911,            0.032954,             0.76455,             0.27029,             0.32069,              0.1252,            0.078462,            0.014954,            0.048528,           0.0033423,           0.0033423,           0.0033423
                 271,            0.062052,            0.022298,            0.034774,             0.62209,             0.31338,             0.31797,             0.12947,            0.082908,            0.015301,            0.048811,           0.0033175,           0.0033175,           0.0033175
                 272,            0.063054,            0.023824,            0.034099,             0.85606,             0.25826,             0.33377,             0.16249,              0.0744,            0.015054,            0.038636,           0.0032928,           0.0032928,           0.0032928
                 273,            0.059364,            0.022121,            0.032231,             0.85911,             0.27587,             0.34265,              0.1576,            0.073498,            0.014959,            0.036215,            0.003268,            0.003268,            0.003268
                 274,            0.061451,            0.022158,            0.032469,             0.83081,             0.27516,             0.37103,             0.14077,            0.075964,            0.014956,            0.036428,           0.0032433,           0.0032433,           0.0032433
                 275,             0.06145,             0.02353,            0.031004,             0.70448,             0.27516,             0.37838,             0.16227,            0.075657,            0.014931,            0.037789,           0.0032185,           0.0032185,           0.0032185
                 276,            0.059298,            0.021839,            0.032665,             0.66333,             0.34903,             0.40254,             0.16348,            0.075767,            0.014539,            0.036519,           0.0031938,           0.0031938,           0.0031938
                 277,            0.062864,            0.022404,            0.033795,             0.53968,             0.27526,             0.34156,             0.13876,            0.077899,             0.01512,            0.037771,            0.003169,            0.003169,            0.003169
                 278,            0.059724,            0.021804,            0.032925,              0.1994,             0.55206,             0.26632,             0.13381,            0.077675,            0.015386,            0.038308,           0.0031443,           0.0031443,           0.0031443
                 279,            0.060768,            0.022801,            0.032446,             0.61798,              0.3238,              0.3084,             0.14398,            0.078686,            0.014781,            0.039069,           0.0031195,           0.0031195,           0.0031195
                 280,            0.060704,            0.022992,            0.030607,             0.73674,             0.32705,             0.36115,              0.1719,            0.078261,            0.014686,            0.035138,           0.0030948,           0.0030948,           0.0030948
                 281,             0.05943,            0.021389,            0.031424,             0.81392,             0.35552,             0.41917,             0.18789,            0.075873,            0.014339,            0.033906,             0.00307,             0.00307,             0.00307
                 282,            0.062417,             0.02427,            0.032318,             0.76122,             0.30438,             0.33055,             0.17214,             0.07521,            0.014426,            0.034452,           0.0030452,           0.0030452,           0.0030452
                 283,            0.063093,             0.02144,            0.030721,             0.50009,             0.44444,             0.34874,             0.18624,            0.073789,            0.014544,            0.036263,           0.0030205,           0.0030205,           0.0030205
                 284,            0.060517,            0.023653,            0.031118,             0.37648,             0.48131,             0.34586,             0.16262,            0.073987,            0.014696,            0.036192,           0.0029957,           0.0029957,           0.0029957
                 285,            0.059524,             0.02052,            0.031691,             0.62798,              0.3473,              0.3123,             0.15088,            0.075219,            0.015097,            0.038378,            0.002971,            0.002971,            0.002971
                 286,            0.059058,            0.021858,            0.030704,             0.64977,             0.34438,             0.39616,             0.16876,            0.075442,            0.015079,             0.03984,           0.0029462,           0.0029462,           0.0029462
                 287,            0.061998,            0.021083,            0.030499,             0.88027,             0.27372,             0.47379,             0.15538,            0.079966,            0.014884,            0.044742,           0.0029215,           0.0029215,           0.0029215
                 288,            0.060054,            0.022079,            0.030656,             0.87363,             0.33225,              0.4997,             0.19793,            0.075765,            0.015031,            0.041518,           0.0028967,           0.0028967,           0.0028967
                 289,            0.063664,            0.022479,            0.034127,             0.83809,             0.31494,             0.34796,              0.1556,            0.076492,            0.015636,            0.045403,            0.002872,            0.002872,            0.002872
                 290,            0.060725,            0.020632,            0.029448,             0.81625,             0.34206,             0.34838,             0.16484,            0.079146,             0.01582,            0.043241,           0.0028472,           0.0028472,           0.0028472
                 291,            0.062213,            0.022105,            0.032167,             0.69688,             0.34426,              0.3774,             0.17086,            0.076148,            0.015593,            0.039449,           0.0028225,           0.0028225,           0.0028225
                 292,            0.062032,            0.021547,            0.029372,             0.78834,             0.35295,             0.38512,             0.16532,             0.07717,            0.015623,            0.040116,           0.0027977,           0.0027977,           0.0027977
                 293,              0.0614,            0.020303,             0.03015,             0.63504,             0.38052,             0.39677,             0.17362,            0.079058,            0.015381,            0.040244,            0.002773,            0.002773,            0.002773
                 294,            0.061765,            0.023294,            0.030335,             0.84955,             0.35552,             0.39088,             0.15783,            0.075703,            0.014946,            0.037498,           0.0027482,           0.0027482,           0.0027482
                 295,            0.061697,            0.021811,            0.033122,             0.64754,             0.29973,             0.30601,              0.1529,            0.075931,            0.014779,            0.036076,           0.0027235,           0.0027235,           0.0027235
                 296,            0.062905,            0.021234,            0.031017,             0.62619,             0.25552,             0.30587,             0.10591,            0.076903,              0.0148,            0.035214,           0.0026987,           0.0026987,           0.0026987
                 297,            0.060124,            0.023051,            0.031391,             0.75569,             0.24054,             0.29132,             0.12158,            0.077461,            0.014951,            0.034977,            0.002674,            0.002674,            0.002674
                 298,            0.059165,             0.02158,            0.029853,             0.20859,             0.39188,             0.36794,             0.13508,            0.078423,             0.01514,            0.038497,           0.0026492,           0.0026492,           0.0026492
                 299,             0.05781,            0.021463,            0.029713,             0.20955,             0.37403,             0.32604,             0.14416,            0.077567,            0.015729,            0.038842,           0.0026245,           0.0026245,           0.0026245
                 300,            0.059752,            0.023143,            0.030305,             0.87377,             0.29302,             0.44428,             0.17366,            0.072754,            0.015122,            0.035272,           0.0025997,           0.0025997,           0.0025997
                 301,            0.061245,            0.023214,            0.030405,             0.63921,             0.35176,             0.37198,             0.16663,            0.075187,            0.016209,            0.042977,            0.002575,            0.002575,            0.002575
                 302,            0.061728,            0.022785,            0.030471,             0.65227,             0.34872,             0.39714,             0.16871,            0.074097,            0.016154,            0.042001,           0.0025503,           0.0025503,           0.0025503
                 303,            0.060534,            0.021972,            0.030704,             0.48778,             0.49416,             0.51448,             0.19288,            0.072733,            0.015023,            0.038342,           0.0025255,           0.0025255,           0.0025255
                 304,            0.062462,            0.021198,            0.029685,             0.44157,             0.50552,             0.52014,             0.23061,            0.072484,            0.015101,             0.03882,           0.0025008,           0.0025008,           0.0025008
                 305,             0.05939,            0.020815,            0.029953,              0.8537,             0.36614,             0.54391,             0.21707,            0.072307,             0.01487,             0.03876,            0.002476,            0.002476,            0.002476
                 306,            0.058303,            0.022862,            0.029056,             0.76296,             0.36008,             0.45778,             0.22816,            0.071143,            0.014952,            0.038965,           0.0024513,           0.0024513,           0.0024513
                 307,            0.060545,             0.02092,            0.029458,             0.72035,             0.31802,             0.39931,             0.17716,            0.070554,            0.014864,            0.039495,           0.0024265,           0.0024265,           0.0024265
                 308,            0.058648,              0.0204,            0.030973,             0.72429,             0.36916,             0.42067,             0.22878,            0.070324,            0.014563,            0.039279,           0.0024018,           0.0024018,           0.0024018
                 309,            0.058079,            0.021956,            0.027687,             0.47279,             0.49416,             0.50292,             0.24499,            0.073584,            0.014592,            0.037023,            0.002377,            0.002377,            0.002377
                 310,             0.05988,            0.021895,            0.032405,             0.43264,             0.44302,             0.49105,             0.17987,            0.072265,            0.014601,            0.034384,           0.0023523,           0.0023523,           0.0023523
                 311,            0.061105,            0.022353,            0.031989,             0.40685,             0.54188,             0.53078,             0.19499,            0.072268,            0.014463,            0.031896,           0.0023275,           0.0023275,           0.0023275
                 312,            0.060577,            0.025309,            0.029846,             0.41532,             0.45438,             0.45769,             0.20534,            0.073407,             0.01457,            0.031023,           0.0023028,           0.0023028,           0.0023028
                 313,             0.05874,            0.022825,            0.029974,              0.3839,             0.49188,             0.51504,             0.19468,            0.071755,            0.014651,            0.032712,            0.002278,            0.002278,            0.002278
                 314,            0.061937,            0.023414,            0.031052,             0.39417,             0.49188,             0.49465,             0.22201,            0.071545,            0.014753,            0.033419,           0.0022533,           0.0022533,           0.0022533
                 315,            0.060394,            0.023364,              0.0306,             0.34601,             0.52868,             0.43706,             0.17042,            0.073045,            0.014979,            0.034404,           0.0022285,           0.0022285,           0.0022285
                 316,            0.059288,             0.02218,            0.028682,             0.29963,             0.49986,             0.42474,             0.16549,             0.07214,             0.01503,            0.034258,           0.0022038,           0.0022038,           0.0022038
                 317,            0.061403,            0.021951,            0.030541,             0.58427,             0.30016,             0.36128,             0.16272,            0.070985,            0.015304,            0.036734,            0.002179,            0.002179,            0.002179
                 318,            0.056478,            0.019444,            0.027296,               0.591,             0.30016,             0.34747,             0.15818,            0.070673,            0.015205,             0.03619,           0.0021543,           0.0021543,           0.0021543
                 319,            0.058697,            0.021102,             0.03143,             0.59365,              0.2888,             0.35407,             0.16648,            0.071139,            0.015203,            0.034818,           0.0021295,           0.0021295,           0.0021295
                 320,            0.058614,            0.021718,            0.030603,             0.17914,             0.40184,             0.39263,             0.18374,            0.071539,            0.015258,            0.033824,           0.0021048,           0.0021048,           0.0021048
                 321,            0.058015,            0.022059,            0.030059,             0.27047,             0.45043,             0.38364,             0.12355,            0.074416,            0.016324,            0.037004,             0.00208,             0.00208,             0.00208
